total_pop,occupied_units,renter_occupied,labor_force,unemployed,owner_no_vehicle,renter_no_vehicle,state,county,tract,block group,state_fips,county_fips,block_group,acs_data_year,pct_renter,pct_unemployed,pct_no_vehicle
1050,527,225,488,17,56,0,37,119,005511,1,37,119,1,2023,0.4269449715370019,0.03483606557377049,0.1062618595825427
1232,643,409,706,21,129,0,37,119,001300,2,37,119,2,2023,0.6360808709175739,0.029745042492917848,0.2006220839813375
2205,720,309,1422,27,0,0,37,119,005525,1,37,119,1,2023,0.42916666666666664,0.0189873417721519,0.0
2042,781,298,1296,38,57,4,37,119,006008,2,37,119,2,2023,0.38156209987195905,0.029320987654320986,0.07810499359795134
1331,391,29,748,0,0,0,37,119,002201,2,37,119,2,2023,0.0741687979539642,0.0,0.0
1642,620,228,816,39,0,8,37,119,001916,1,37,119,1,2023,0.36774193548387096,0.04779411764705882,0.012903225806451613
1410,514,51,692,11,0,8,37,119,005714,2,37,119,2,2023,0.09922178988326848,0.015895953757225433,0.01556420233463035
2020,914,104,1151,29,25,10,37,119,005517,3,37,119,3,2023,0.1137855579868709,0.02519548218940052,0.038293216630196934
1355,500,147,855,0,0,0,37,119,005536,4,37,119,4,2023,0.294,0.0,0.0
2273,1168,741,1573,25,0,18,37,119,003811,1,37,119,1,2023,0.634417808219178,0.01589319771137953,0.015410958904109588
986,514,293,638,79,21,0,37,119,001925,2,37,119,2,2023,0.5700389105058365,0.1238244514106583,0.04085603112840467
3084,1161,895,1547,96,22,32,37,119,003807,2,37,119,2,2023,0.7708871662360034,0.062055591467356175,0.046511627906976744
1752,631,182,865,0,20,0,37,119,005536,2,37,119,2,2023,0.2884310618066561,0.0,0.03169572107765452
2116,578,314,1052,0,24,0,37,119,003807,1,37,119,1,2023,0.5432525951557093,0.0,0.04152249134948097
2696,942,231,1489,36,83,8,37,119,001922,2,37,119,2,2023,0.24522292993630573,0.0241773002014775,0.09660297239915075
2208,1040,1040,1482,9,41,0,37,119,005534,2,37,119,2,2023,1.0,0.006072874493927126,0.03942307692307692
1926,648,106,1203,15,0,0,37,119,005619,2,37,119,2,2023,0.16358024691358025,0.012468827930174564,0.0
2399,708,352,733,79,0,8,37,119,001917,2,37,119,2,2023,0.4971751412429379,0.1077762619372442,0.011299435028248588
3098,1177,710,1452,24,116,0,37,119,005930,1,37,119,1,2023,0.6032285471537808,0.01652892561983471,0.09855564995751911
2448,1071,897,1755,219,13,0,37,119,005910,1,37,119,1,2023,0.8375350140056023,0.12478632478632479,0.012138188608776844
1353,615,304,523,33,0,0,37,119,002005,1,37,119,1,2023,0.4943089430894309,0.06309751434034416,0.0
2361,1188,444,1533,119,0,0,37,119,005913,2,37,119,2,2023,0.37373737373737376,0.0776255707762557,0.0
1296,599,80,872,0,0,0,37,119,003402,3,37,119,3,2023,0.1335559265442404,0.0,0.0
2813,1089,671,1526,143,60,0,37,119,005824,1,37,119,1,2023,0.6161616161616161,0.09370904325032765,0.05509641873278237
3224,731,507,1321,0,88,0,37,119,005510,1,37,119,1,2023,0.6935704514363885,0.0,0.12038303693570451
1577,681,377,1125,65,106,13,37,119,001702,1,37,119,1,2023,0.55359765051395,0.057777777777777775,0.17474302496328928
1567,877,538,840,52,54,0,37,119,005610,2,37,119,2,2023,0.61345496009122,0.06190476190476191,0.06157354618015964
1255,379,185,620,0,0,0,37,119,005855,2,37,119,2,2023,0.48812664907651715,0.0,0.0
1669,960,706,1099,31,103,0,37,119,005623,1,37,119,1,2023,0.7354166666666667,0.028207461328480437,0.10729166666666666
1931,753,53,1079,13,16,23,37,119,002702,2,37,119,2,2023,0.0703851261620186,0.012048192771084338,0.05179282868525897
495,282,246,404,10,0,0,37,119,005915,1,37,119,1,2023,0.8723404255319149,0.024752475247524754,0.0
1944,884,591,1254,23,14,0,37,119,005845,3,37,119,3,2023,0.668552036199095,0.018341307814992026,0.01583710407239819
1559,531,250,1102,69,31,0,37,119,000501,2,37,119,2,2023,0.4708097928436911,0.06261343012704174,0.0583804143126177
2412,1315,1282,1765,131,245,8,37,119,003805,2,37,119,2,2023,0.9749049429657795,0.07422096317280454,0.19239543726235742
1472,709,161,1107,42,0,9,37,119,003401,2,37,119,2,2023,0.22708039492242596,0.037940379403794036,0.012693935119887164
1675,753,384,1104,75,0,5,37,119,001802,1,37,119,1,2023,0.5099601593625498,0.06793478260869565,0.006640106241699867
2070,923,466,1400,67,124,8,37,119,001300,1,37,119,1,2023,0.504875406283857,0.047857142857142855,0.14301191765980498
980,435,435,549,0,51,0,37,119,005536,1,37,119,1,2023,1.0,0.0,0.11724137931034483
2037,1045,742,1698,19,54,11,37,119,000103,1,37,119,1,2023,0.7100478468899522,0.011189634864546525,0.06220095693779904
2319,954,873,1301,29,69,0,37,119,005534,3,37,119,3,2023,0.9150943396226415,0.022290545734050732,0.07232704402515723
1277,672,117,874,0,0,43,37,119,003500,2,37,119,2,2023,0.17410714285714285,0.0,0.06398809523809523
3498,1013,161,1616,141,0,0,37,119,005924,2,37,119,2,2023,0.15893385982230998,0.08725247524752475,0.0
2786,1118,1108,1802,60,51,0,37,119,003109,1,37,119,1,2023,0.9910554561717353,0.033296337402885685,0.04561717352415027
3202,830,287,1618,259,32,0,37,119,001922,1,37,119,1,2023,0.3457831325301205,0.16007416563658838,0.03855421686746988
1066,790,618,1004,76,76,0,37,119,004101,1,37,119,1,2023,0.7822784810126582,0.07569721115537849,0.09620253164556962
3238,995,404,1858,100,20,0,37,119,004303,1,37,119,1,2023,0.40603015075376886,0.05382131324004306,0.020100502512562814
1067,588,534,721,10,13,0,37,119,006115,2,37,119,2,2023,0.9081632653061225,0.013869625520110958,0.022108843537414966
820,252,69,622,7,0,0,37,119,005919,2,37,119,2,2023,0.27380952380952384,0.011254019292604502,0.0
2117,552,552,581,23,94,0,37,119,004306,2,37,119,2,2023,1.0,0.039586919104991396,0.17028985507246377
2196,1061,248,1667,45,0,28,37,119,003110,1,37,119,1,2023,0.23374175306314798,0.026994601079784044,0.02639019792648445
306,227,172,240,21,11,17,37,119,005200,2,37,119,2,2023,0.7577092511013216,0.0875,0.12334801762114538
3338,1228,608,1716,72,23,0,37,119,005530,1,37,119,1,2023,0.495114006514658,0.04195804195804196,0.018729641693811076
1602,730,251,1157,155,0,7,37,119,001400,1,37,119,1,2023,0.34383561643835614,0.13396715643906656,0.009589041095890411
1117,531,302,827,105,48,0,37,119,000900,2,37,119,2,2023,0.568738229755179,0.12696493349455865,0.0903954802259887
1636,721,206,1199,40,0,20,37,119,001200,3,37,119,3,2023,0.2857142857142857,0.03336113427856547,0.027739251040221916
2836,1326,582,1466,43,84,0,37,119,006109,1,37,119,1,2023,0.43891402714932126,0.029331514324693043,0.06334841628959276
1728,673,424,934,38,22,5,37,119,005920,1,37,119,1,2023,0.6300148588410104,0.04068522483940043,0.04011887072808321
805,352,110,534,11,0,0,37,119,003402,2,37,119,2,2023,0.3125,0.020599250936329586,0.0
1290,501,225,751,0,0,78,37,119,003600,3,37,119,3,2023,0.4491017964071856,0.0,0.15568862275449102
1326,547,145,735,15,9,9,37,119,002701,2,37,119,2,2023,0.26508226691042047,0.02040816326530612,0.03290676416819013
2170,654,268,1049,29,0,0,37,119,005858,1,37,119,1,2023,0.40978593272171254,0.027645376549094377,0.0
2225,1057,445,952,0,62,6,37,119,005406,1,37,119,1,2023,0.4210028382213813,0.0,0.06433301797540208
3058,1216,371,2081,287,0,0,37,119,005721,2,37,119,2,2023,0.3050986842105263,0.13791446419990389,0.0
2843,965,823,1363,38,96,0,37,119,001925,3,37,119,3,2023,0.8528497409326425,0.027879677182685254,0.09948186528497409
4922,1620,647,2491,144,38,0,37,119,005531,2,37,119,2,2023,0.3993827160493827,0.05780810919309514,0.02345679012345679
901,446,214,534,0,0,30,37,119,005517,2,37,119,2,2023,0.4798206278026906,0.0,0.06726457399103139
1813,1154,1027,1580,40,145,22,37,119,000401,1,37,119,1,2023,0.889948006932409,0.02531645569620253,0.14471403812824957
2983,821,122,1264,44,0,0,37,119,002702,1,37,119,1,2023,0.14859926918392205,0.03481012658227848,0.0
1667,504,442,656,115,83,0,37,119,001918,3,37,119,3,2023,0.876984126984127,0.17530487804878048,0.16468253968253968
768,357,192,473,23,0,0,37,119,005306,1,37,119,1,2023,0.5378151260504201,0.048625792811839326,0.0
839,350,343,480,34,71,0,37,119,005308,2,37,119,2,2023,0.98,0.07083333333333333,0.20285714285714285
202,115,71,156,0,0,0,37,119,001918,1,37,119,1,2023,0.6173913043478261,0.0,0.0
2255,1064,440,1387,31,0,0,37,119,005528,2,37,119,2,2023,0.41353383458646614,0.022350396539293438,0.0
2266,886,253,1217,82,55,0,37,119,006103,1,37,119,1,2023,0.28555304740406323,0.06737880032867707,0.062076749435665914
1012,813,801,949,20,105,0,37,119,003301,1,37,119,1,2023,0.985239852398524,0.02107481559536354,0.12915129151291513
738,315,173,510,0,0,22,37,119,001702,3,37,119,3,2023,0.5492063492063493,0.0,0.06984126984126984
1635,517,170,901,529,0,0,37,119,006012,2,37,119,2,2023,0.3288201160541586,0.5871254162042175,0.0
1935,661,215,1211,67,36,0,37,119,006108,2,37,119,2,2023,0.32526475037821484,0.05532617671345995,0.05446293494704992
2867,952,253,1439,87,0,0,37,119,001508,1,37,119,1,2023,0.2657563025210084,0.06045865184155664,0.0
2730,1086,296,1618,45,0,0,37,119,006105,1,37,119,1,2023,0.27255985267034993,0.02781211372064277,0.0
364,184,38,221,0,14,9,37,119,002400,3,37,119,3,2023,0.20652173913043478,0.0,0.125
1800,667,27,876,0,0,95,37,119,002004,1,37,119,1,2023,0.04047976011994003,0.0,0.1424287856071964
935,408,39,680,0,0,0,37,119,003201,1,37,119,1,2023,0.09558823529411764,0.0,0.0
594,354,239,497,10,0,0,37,119,003301,2,37,119,2,2023,0.6751412429378532,0.02012072434607646,0.0
1791,777,242,1238,127,0,52,37,119,001504,2,37,119,2,2023,0.31145431145431146,0.10258481421647819,0.06692406692406692
1284,503,503,766,84,39,0,37,119,005916,1,37,119,1,2023,1.0,0.10966057441253264,0.0775347912524851
1001,645,217,658,61,25,15,37,119,005828,3,37,119,3,2023,0.3364341085271318,0.09270516717325228,0.06201550387596899
1557,894,735,698,45,175,0,37,119,005100,2,37,119,2,2023,0.8221476510067114,0.06446991404011461,0.19574944071588368
1019,383,11,622,12,0,15,37,119,005517,1,37,119,1,2023,0.028720626631853787,0.01929260450160772,0.0391644908616188
1550,546,252,748,23,0,0,37,119,001920,1,37,119,1,2023,0.46153846153846156,0.03074866310160428,0.0
1944,616,295,975,35,0,10,37,119,005855,1,37,119,1,2023,0.4788961038961039,0.035897435897435895,0.016233766233766232
1896,599,33,1149,62,0,0,37,119,005718,2,37,119,2,2023,0.05509181969949917,0.053959965187119235,0.0
3297,1138,185,1632,124,0,24,37,119,005817,2,37,119,2,2023,0.1625659050966608,0.07598039215686274,0.0210896309314587
990,464,333,534,23,25,0,37,119,000800,2,37,119,2,2023,0.7176724137931034,0.04307116104868914,0.05387931034482758
454,137,60,125,0,15,4,37,119,005200,1,37,119,1,2023,0.43795620437956206,0.0,0.1386861313868613
3324,1154,51,1772,41,0,13,37,119,005714,1,37,119,1,2023,0.04419410745233969,0.023137697516930022,0.011265164644714038
1316,702,702,800,0,0,0,37,119,005532,1,37,119,1,2023,1.0,0.0,0.0
1895,653,36,899,22,23,19,37,119,002006,2,37,119,2,2023,0.055130168453292494,0.024471635150166853,0.06431852986217458
3445,1083,117,1952,52,0,0,37,119,005925,1,37,119,1,2023,0.10803324099722991,0.02663934426229508,0.0
2909,1593,1593,2133,33,73,0,37,119,006115,1,37,119,1,2023,1.0,0.015471167369901548,0.045825486503452605
5333,1327,421,3272,11,0,0,37,119,005927,1,37,119,1,2023,0.3172569706103994,0.0033618581907090463,0.0
1161,581,248,925,61,0,0,37,119,003111,3,37,119,3,2023,0.4268502581755594,0.06594594594594595,0.0
961,347,55,385,0,0,0,37,119,002702,3,37,119,3,2023,0.1585014409221902,0.0,0.0
3743,1156,292,1801,172,43,0,37,119,006011,1,37,119,1,2023,0.25259515570934254,0.09550249861188229,0.037197231833910036
1812,614,278,1047,161,0,0,37,119,006016,1,37,119,1,2023,0.4527687296416938,0.15377268385864373,0.0
1111,480,282,753,31,31,0,37,119,003021,1,37,119,1,2023,0.5875,0.041168658698539175,0.06458333333333334
3370,1103,257,1717,100,0,0,37,119,006012,1,37,119,1,2023,0.23300090661831369,0.05824111822947001,0.0
1643,470,212,759,58,26,0,37,119,004700,1,37,119,1,2023,0.451063829787234,0.0764163372859025,0.05531914893617021
20,20,0,0,0,0,0,37,119,980300,1,37,119,1,2023,0.0,,0.0
1519,434,240,728,41,61,0,37,119,001910,3,37,119,3,2023,0.5529953917050692,0.05631868131868132,0.14055299539170507
2588,1015,323,1440,21,12,14,37,119,005404,2,37,119,2,2023,0.31822660098522165,0.014583333333333334,0.02561576354679803
1204,531,341,697,36,25,42,37,119,001606,2,37,119,2,2023,0.6421845574387948,0.05164992826398852,0.12617702448210924
2451,931,676,1346,131,109,7,37,119,001608,1,37,119,1,2023,0.7261009667024705,0.09732540861812779,0.12459720730397422
1853,865,483,1241,82,30,9,37,119,001802,2,37,119,2,2023,0.5583815028901734,0.06607574536663981,0.04508670520231214
984,442,373,477,78,105,18,37,119,003702,2,37,119,2,2023,0.8438914027149321,0.16352201257861634,0.27828054298642535
775,485,418,582,0,95,58,37,119,005535,1,37,119,1,2023,0.8618556701030928,0.0,0.3154639175257732
1013,475,475,703,40,60,0,37,119,001927,1,37,119,1,2023,1.0,0.05689900426742532,0.12631578947368421
1013,579,475,600,29,84,0,37,119,004306,1,37,119,1,2023,0.8203799654576857,0.04833333333333333,0.14507772020725387
1172,410,127,615,2,42,23,37,119,006005,1,37,119,1,2023,0.3097560975609756,0.0032520325203252032,0.15853658536585366
610,277,168,313,16,0,18,37,119,004200,2,37,119,2,2023,0.6064981949458483,0.051118210862619806,0.06498194945848375
356,303,168,252,19,0,0,37,119,002300,1,37,119,1,2023,0.5544554455445545,0.07539682539682539,0.0
325,177,5,134,0,0,0,37,019,020512,1,37,019,1,2023,0.02824858757062147,0.0,0.0
1178,423,21,612,25,0,0,37,119,005512,1,37,119,1,2023,0.04964539007092199,0.04084967320261438,0.0
1566,566,292,870,9,6,0,37,119,004400,3,37,119,3,2023,0.5159010600706714,0.010344827586206896,0.01060070671378092
2087,737,138,1198,23,0,9,37,119,005710,1,37,119,1,2023,0.18724559023066487,0.019198664440734557,0.012211668928086838
1066,586,357,455,13,146,110,37,119,004800,1,37,119,1,2023,0.6092150170648464,0.02857142857142857,0.43686006825938567
1785,661,124,942,9,36,0,37,119,006009,2,37,119,2,2023,0.1875945537065053,0.009554140127388535,0.05446293494704992
1307,412,8,541,12,0,7,37,119,002800,2,37,119,2,2023,0.019417475728155338,0.022181146025878003,0.01699029126213592
2428,1154,84,1216,33,18,9,37,119,005919,1,37,119,1,2023,0.07279029462738301,0.027138157894736843,0.02339688041594454
3128,1325,720,2194,83,67,0,37,119,005611,2,37,119,2,2023,0.5433962264150943,0.037830446672743843,0.050566037735849056
2601,1174,694,1843,53,0,14,37,119,005929,1,37,119,1,2023,0.5911413969335605,0.02875746066196419,0.01192504258943782
4554,1374,413,2219,31,37,22,37,119,005403,1,37,119,1,2023,0.3005822416302766,0.013970256872465074,0.04294032023289665
3358,1123,196,1769,41,19,41,37,119,006110,3,37,119,3,2023,0.1745325022261799,0.023176936122102882,0.053428317008014245
927,317,147,469,15,0,0,37,119,005811,2,37,119,2,2023,0.4637223974763407,0.031982942430703626,0.0
1147,391,245,549,73,59,14,37,119,005100,1,37,119,1,2023,0.6265984654731458,0.13296903460837886,0.1867007672634271
915,363,172,633,271,26,0,37,119,004102,1,37,119,1,2023,0.4738292011019284,0.42812006319115326,0.07162534435261708
1050,568,305,680,89,83,55,37,119,001504,3,37,119,3,2023,0.5369718309859155,0.13088235294117648,0.24295774647887325
636,319,173,304,43,51,0,37,119,001510,2,37,119,2,2023,0.542319749216301,0.14144736842105263,0.15987460815047022
2502,958,286,1625,44,0,7,37,119,005624,1,37,119,1,2023,0.2985386221294363,0.02707692307692308,0.007306889352818371
2289,1205,762,1771,33,81,29,37,119,006113,2,37,119,2,2023,0.6323651452282157,0.018633540372670808,0.0912863070539419
3104,967,528,1674,74,29,28,37,119,001606,1,37,119,1,2023,0.546018614270941,0.04420549581839905,0.05894519131334023
669,248,51,232,21,0,0,37,119,005520,1,37,119,1,2023,0.2056451612903226,0.09051724137931035,0.0
2360,751,3,1206,38,3,0,37,119,005846,2,37,119,2,2023,0.0039946737683089215,0.03150912106135987,0.0039946737683089215
1842,663,152,720,56,120,0,37,119,005847,1,37,119,1,2023,0.22926093514328807,0.07777777777777778,0.18099547511312217
325,199,72,258,0,0,0,37,119,001801,2,37,119,2,2023,0.36180904522613067,0.0,0.0
1282,555,351,362,27,56,21,37,119,005305,1,37,119,1,2023,0.6324324324324324,0.07458563535911603,0.13873873873873874
2804,1110,465,1442,6,33,29,37,119,005512,3,37,119,3,2023,0.4189189189189189,0.004160887656033287,0.055855855855855854
581,341,82,501,31,0,9,37,119,005526,2,37,119,2,2023,0.2404692082111437,0.06187624750499002,0.026392961876832845
3214,1056,68,1603,43,26,13,37,119,003008,1,37,119,1,2023,0.06439393939393939,0.026824703680598878,0.036931818181818184
1634,728,245,885,0,0,0,37,119,006110,2,37,119,2,2023,0.33653846153846156,0.0,0.0
2339,792,310,1119,9,0,41,37,119,006111,2,37,119,2,2023,0.39141414141414144,0.00804289544235925,0.05176767676767677
3289,1075,807,2180,254,83,30,37,119,003808,3,37,119,3,2023,0.7506976744186047,0.11651376146788991,0.10511627906976745
1531,751,751,1115,0,29,0,37,119,001927,2,37,119,2,2023,1.0,0.0,0.03861517976031957
1781,1003,850,1638,29,8,0,37,119,001100,3,37,119,3,2023,0.847457627118644,0.017704517704517704,0.007976071784646061
570,224,42,239,12,0,4,37,119,004900,1,37,119,1,2023,0.1875,0.0502092050209205,0.017857142857142856
5936,1943,72,3318,50,0,16,37,119,005926,1,37,119,1,2023,0.03705609881626351,0.015069318866787222,0.008234688625836336
2257,845,595,1011,51,131,0,37,119,001200,1,37,119,1,2023,0.7041420118343196,0.050445103857566766,0.15502958579881657
3161,1190,34,1634,47,0,16,37,119,005816,1,37,119,1,2023,0.02857142857142857,0.02876376988984088,0.013445378151260505
2354,815,184,1306,53,26,30,37,119,006005,2,37,119,2,2023,0.22576687116564417,0.04058192955589587,0.0687116564417178
871,551,460,827,8,0,0,37,119,000302,1,37,119,1,2023,0.8348457350272233,0.009673518742442563,0.0
2070,592,114,1098,114,0,11,37,119,001920,2,37,119,2,2023,0.19256756756756757,0.10382513661202186,0.018581081081081082
1088,361,130,532,0,0,0,37,119,005621,3,37,119,3,2023,0.3601108033240997,0.0,0.0
2545,903,87,1317,43,0,0,37,119,005627,3,37,119,3,2023,0.09634551495016612,0.032649962034927864,0.0
1671,771,600,977,19,93,0,37,119,001605,1,37,119,1,2023,0.7782101167315175,0.019447287615148412,0.12062256809338522
2035,1112,1095,1299,2,185,0,37,119,005609,1,37,119,1,2023,0.9847122302158273,0.001539645881447267,0.16636690647482014
